DE,RO,EN
vertrieb,vânzări,sales
christlichen,creştin,Christian
vizepräsidenten,vice-președinte,vice-president
castillo,Castillo.,Castillo
russel,Russel.,russel
dumpfer,plictisitor,dull
bestellungen,Comenzi,orders
ahhh,Ahh.,ahh
selbstbewusst,auto-asigurat,self-assured
autotür,portieră,car door
diplomatie,diplomaţie,diplomacy
blufft,cacealma,bluff
schräge,pantă,slope
zuständigkeit,responsabilitate,responsibility
geschüttelt,Shaken.,shaken
hoyt,Hoyt.,hoyt
fiktion,fictiune,fiction
erforscht,Explorat,explored
steifen,rigid,stiff
gay,homosexual,gay
duffy,Duffy.,duffy
britney,Britney.,Britney
simpsons,Simpsons.,Simpsons
yvette,Yvette,yvette
besteck,tacâmuri,cutlery
gründete,fondat,founded
überflutet,inundate,flooded
phelps,Phelps.,Phelps
parat,paradă,parade
erfolgen,respectiv,respectively
abbild,imagine,image
wiedergeben,reproduce,reproduce
klumpen,lunță,lump
fußabdrücke,urme de pasi,footprints
traditionell,tradiţional,traditional
anzuhalten,Stop,stop
stiller,mai liniștit.,quieter
glöckchen,clopot,bell
gandhi,Gandhi.,Gandhi
manfred,Manfred,Manfred
bisherigen,anterior,previous
ratlos,atractiv,attractive
maniküre,manichiură,manicure
kohlen,cărbune,coals
rasend,furios,raging
rhodes,Rhodes.,Rhodes
weihnacht,Crăciun,christmas
kehr,mătură,sweeping
christie,Christie,Christie
sechzehn,şaisprezece,sixteen
zerren,remorcă,tug
webb,Webb.,webb
gläubig,credincios,believer
abbruch,anulare,cancellation
motorräder,motociclete,motorcycles
schliesst,închide,close
geschworene,juriu,jury
herzfrequenz,ritm cardiac,heart rate
mads,nebun,mad
ewiger,etern,eternal
beschrieb,descris,described
cain,Caain.,Caain
iii,III.,iii
agatha,Agatha.,Agatha
loomis,Loomis.,Loomis
beauty,frumuseţe,beauty
landebahn,Pistă de decolare,Runway
kimberly,Kimberly.,Kimberly
herrliches,minunat,wonderful
machete,machete,machete
längsten,lung,long
alphabet,alfabet,alphabet
peinliche,jenant,embarrassing
einschätzen,evalua,assess
abgesprochen,de acord,agreed
geländer,balustradă,railing
courage,curaj,courage
vieren,Al patrulea,fourth
bahnsteig,platformă,platform
jault,Rabata,Jault
falles,toamna,fall
raul,eczemă,rash
wah,trezi,wake
gallo,gallo.,gallo
mussen,trebuie să,have to
barriere,barieră,barrier
dotty,Dotty,dotty
kräftigen,greu,tough
abzulegen,pune în jos,put down
konstruiert,construit,constructed
schwimm,Floating.,floating
dimensionen,dimensiuni,dimensions
psychologin,psiholog,psychologist
kontrollen,Controale,controls
lhm,LHM.,lhm
geprägt,embossed,embossed
geschäftlichen,Afaceri,business
rückfall,recidiva,relapse
killen,ucide,kill
einlösen,răscumpăra,redeem
asteroiden,asteroid,asteroid
schluckauf,sughiţ,hiccup
derartige,astfel de,such
schwedisch,suedez,Swedish
monsignore,monsignor.,monsignor
doggett,Doggett.,doggett
erstechen,înjunghia,stab
torpedo,torpilă,torpedo
widerlichen,dezgust,disgust
abfluss,ieșire,outflow
waisenkind,orfan,orphan
durant,Durant.,durant
jucken,mâncărime,itch
beschafft,procurate,procured
veröffentlichung,publicare,publication
impulse,impuls,impetus
geschämt,rusinat,shameful
stillstand,Standstill.,standstill
rooster,cocoş,rooster
entlarven,expune,expose
verschwundenen,dispărut,missing
einweisen,înscrie,inscribe
bands,Trupe,bands
dienstags,Marți,Tuesdays
klaust,lut,clay
schwieriges,tulburat,troubled
spektakulär,spectaculos,spectacular
hilary,Hilary.,Hilary
kurven,curbe,curves
shop,Magazin,Shop
beigetragen,a contribui,contribute
suv,SUV.,SUV
russo,Russo.,Russo
kitzeln,stârni,tickle
abgeschleppt,tras,trailed
schicker,fantastic,fantastic
techniken,Tehnici,techniques
abladen,descărca,unload
sicherheitsleute,oameni de securitate,security people
glückssträhne,accident vascular cerebral de noroc,stroke of luck
chefkoch,bucătar,chef
garvey,Gardea,Garvey
gemetzel,sacrificare,slaughter
unmengen,turbiditate,turbidity
plädieren,a pleda,to plead
lebensmüde,Obosit de viata,tired of life
merkmale,Caracteristici,features
gräbt,săpat,digging
einzigartigen,unic,unique
nähte,cusătură,seam
erwin,Erwin.,Erwin
ocean,ocean,ocean
digital,digital,digital
speichern,a salva,to save
hoffnungsloser,fara speranta,hopeless
vergingen,trece,pass
omaha,Omaha.,Omaha
schub,Thrust.,thrust
abschreiben,copie,copy
törtchen,tartă,tart
vorsitz,scaun,chair
reflexe,reflexe,reflexes
freilich,cu siguranţă,surely
blenden,uimi,dazzle
feindselig,ostil,hostile
einsammeln,colectarea,collect
singer,cântăreaţă,singer
leni,Leni.,leni
übertrifft,Surpass.,surpass
trübsal,necazul,tribulation
verbannen,să interzică,to ban
postbote,post man.,post man
harmlose,inofensiv,harmless
milligramm,miligram,milligram
krabben,crab,crab
schamlos,nerușinat,shameless
carlisle,Carlisle.,Carlisle
sims,Sims.,sims
wau,Woo.,woo
townsend,Townsend.,Townsend
gerieten,Trandafir,rose
reklame,publicitate,advertisement
verstümmelt,mutilat,mutilated
hippie,Hippie.,hippie
marshmallows,Bezele,Marshmallows
orry,Orry.,orry
paprika,paprika,paprika
krasse,cras,crass
crixus,Crixus.,crixus
gertrude,Gertrude.,gertrude
westliche,Western.,western
stuntman,Cascador,Stuntman
meute,ambalaj,pack
vererbt,mostenit,inherited
70er,70 de ani,70s
knackt,copt,baked
inspirierend,inspirator,inspiring
schildern,descrie,describe
steiner,piatră,stone
kreieren,crea,create
genaues,exact,precisely
wohlfühlen,se simte bine,feel good
ripley,Ripley.,ripley
achse,axă,axis
idol,idol,idol
stiefeln,cizme,boot
auserwählten,alege,choose
sergej,Sergej.,Sergej
skyler,Skyler.,skyler
engelchen,înger mic,little angel
komet,cometă,comet
schlaues,inteligent,clever
sicherheitsmaßnahmen,Măsuri de siguranță,Safety measures
thai,Thai.,thai
überlisten,acoperire,overlay
helmut,Helmut.,helmut
schiebst,alunecare,sliding
verfickter,mistreț.,mistighter
briefträger,poştaş,postman
benedikt,Benedict,benedict
professoren,profesori,professors
mondschein,lumina lunii,moonlight
flohen,Fled.,fled
westens,Western.,western
kredite,împrumuturi,loans
haftstrafe,pedeapsă cu închisoarea,prison sentence
ii.,II.,II.
cabrio,Convertible,convertible
darby,Dar,Darby
press,presa,press
garibaidi,Garibaidi.,Garibaidi
selina,Selina.,Selina
weckte,trezește-te,wake up
gesprächig,vorbește,talkative
viren,virus,virus
zehner,zeci de ani,tens
polizeifunk,politie,police
sporen,spori,spores
dahintersteckt,in spate,behind
getriebe,transmitere,transmission
wiesen,Pajiștile,grasslands
pausen,pauză,break
hero,erou,hero
gottverdammter,Goddam.,goddam
müßt,trebuie sa,must
eingegeben,a intrat,entered
voodoo,voodoo.,voodoo
angeblichen,pretins,alleged
exmann,Exman.,EXMAN
alistair,Alistair,Alistair
trainierst,exercițiu,exercise
ausgleich,compensare,compensation
fiesen,neplăcut,nasty
ernesto,Ernesto.,Ernesto
holiday,Vacanţă,Holiday
verdrehen,răsucire,twist
flachlegen,îmbracă,put on
dienstmarke,afacere,bargain
eilen,grabă,hurry
ehevertrag,Căsătoria,Marriage settlement
pflegt,cultivat,cultivated
schüttelt,scutura,shake
hereinspaziert,intra,walk in
lhres,ta,your
ilona,Ilona.,Ilona
geplündert,judicat.,looted
stig,stout.,stout
fusco,FUSCO.,fusco
nicken,da din cap,nod
elmer,Elmer.,Elmer
antust,Anstust.,antust
erbärmliche,mizerabil,miserable
sek,Sek,SEK
mundwerk,gură,mouth
stephan,Stephan.,Stephan
lieferte,livrat,delivered
feuerlöscher,Stingător de foc,fire extinguisher
kran,macara,crane
verwiesen,Referință,referenced
schwitze,sudoare,sweat
trailer,remorcă,trailer
konfisziert,confiscate,confiscated
bristow,Bristow.,Bristow
kreativität,creativitate,creativity
kombiniert,combinate,combined
kooperativ,de cooperare,cooperative
clifford,Clifford.,clifford
pie,plăcintă,pie
niederbrennen,arde din temelii,burn down
soprano,Soprana.,Soprano
enthusiasmus,entuziasm,enthusiasm
rizzoli,Rizzoli.,rizzoli
pernell,pernel.,pernel
genoss,plăcut,enjoyable
jugendlicher,tineresc,youthful
kolonne,coloană,column
leonardo,Leonardo.,Leonardo
herstellung,producție,production
gewehren,Gun.,gun
klopfte,lovitura,pounded
lama,lama,lama
earp,Earp.,EARP
stammbaum,origine,pedigree
schachteln,dafin,bay
eigentlichen,real,actual
brutus,Brutus,brutus
korrupten,corupt,corrupt
mast,catarg,mast
lehmann,Lehmann.,Lehmann
spesen,cheltuieli,expense
eingewiesen,nesemnificativ,insignificant
schränke,dulapuri,cabinets
sensationell,senzaţional,sensational
malst,a picta,paint
ausgelegt,proiectat,designed
terminplan,programa,schedule
shrimps,crevetă,shrimp
belehren,pierde,lose
nobody,nimeni,nobody
ertrinkt,el bea,he drinks
ernennen,numi,appoint
adalind,adalid,adalid
umsetzen,implementat,implement
hackt,Hack.,hack
goodman,Bună,Goodman
heimzahlen,Plătiți înapoi,pay back
unzertrennlich,de nedespartit,inseparable
biester,fiară,beast
dynamische,dinamic,dynamic
unanständig,indecent,indecent
dudley,Dudley.,dudley
generell,Ca o regulă generală,As a general rule
touren,tur,tour
baltar,Baltar.,Baltar
reingebracht,armat,reinforced
artefakte,artefacte,artifacts
bedeute,Rău,mean
fürchterliche,teribil,terrible
apfelkuchen,Prăjitură cu mere,Apple Cake
befund,Constatări,findings
straßensperren,blocaj rutier,roadblock
fehlgeburt,avort,miscarriage
diagnostiziert,diagnosticat,diagnosed
anarchie,anarhie,anarchy
wisse,cuţit,knife
kahl,chel,bald
sangen,cântat,sang
schöpfen,a desena,draw
journal,jurnal,journal
berta,Berta.,berta
mitnimmt,lua,take
aufrichtigkeit,sinceritate,sincerity
cullen,Cull.,cull
martins,Martins.,Martins
ohrfeigen,SLAPPING.,slapping
ergebe,rezultat,result
auszusuchen,alege,choose
aufmacht,deschide,opens
tierheim,adapost de animale,animal shelter
dalli,Dalli.,dalli
abgeschickt,condamnat,sentenced
postamt,oficiu poștal,post office
anfragen,Cereri,Requests
nachtwächter,paznic de noapte,night watchman
beirut,Beirut,Beirut
anlagen,Investiții,Investments
spielzeuge,jucării,toys
greifst,încurcătură,tangle
mitkommt,Comble.,comble
mcmanus,McManus.,McManus
schauspielerei,acționând,acting
verdenken,vina,blame
schiefgelaufen,a mers prost,went wrong
schlechtesten,cel mai rău,worst
stoße,şoc,shock
mummy,mumie,mummy
drecksloch,murdar,filthy
überlaufen,a alerga,run over
stürmisch,furtunos,stormy
betäubung,uimitoare,stunning
ritz,zgârietură,scratch
lolita,Lolita.,lolita
sandte,sentiment,sentiment
infizierten,infectat,infected
downton,Downton.,downton
zumal,în special,especially
bloßstellen,expune,expose
hingehören,cred,believe
mercer,Mercer.,Mercer
befasst,oferte,deals
kühn,îndrăzneţ,bold
vorgezogen,preferat,preferred
verschwitzt,Sweaty.,sweaty
konstantin,Constantin.,Constantine
pager,pager,pager
petersburg,Petersburg.,Petersburg
öffentlicher,public,public
morales,morală,moral
pfand,depozit,deposit
geschäftsleute,oameni de afaceri,business people
jocelyn,Jocelyn.,Jocelyn
trüben,plictisitor,dull
misst,măsuri,measures
vortragen,prezent,present
ausstrahlung,difuzat.,broadcast
geehrte,dragă,Dear
lew,Lew.,lew
garnison,garnizoană,garrison
ausgeglichen,echilibrat,balanced
annabelle,Annabelle.,Annabelle
malmö,Malmö.,Malmö
hendrix,Hendrix.,Hendrix
till,până,till
diebstahls,furt,theft
untröstlich,neconsolat,inconsolable
checke,Verifica,check
stammte,stătea,stood
owens,Owens.,Owens
angelus,Angelus.,Angelus
touch,atingere,touch
streuner,Stray,stray
toro,Toro,toro
beautiful,Frumos,Beautiful
kostprobe,degustare,tasting
aufholen,ajunge din urmă,catch up
etliche,mai multe,several
angetrieben,condus,driven
dina,Dina.,dina
festzunehmen,a aresta,to arrest
einschließen,blocare,lock in
undichte,salt,leap
meld,raport,report
mangelt,lipsa de,lacking
entspanne,Relaxați-vă,relax
irdischen,pământesc,earthly
bahnen,trenuri,trains
gewöhnliches,comun,ordinary
simons,Simons.,simons
praktische,practic,practical
sutton,Sutton.,sutton
aufrechterhalten,menţine,maintain
ertrank,înecat,drowned
trompeten,trompeta,trumpet
verlassene,abandonat,abandoned
suzie,Suzie.,Suzie
flöhe,Fleas.,fleas
nicks,Nick.,nick
verunsichert,neliniștit,unsettled
getätigt,Plot,plot
kostbaren,prețios,precious
kniet,îngenunchea,kneel
ber,prin,through
rübe,ridiche,turnip
senatoren,senatori.,senators
vickie,Vickie,Vickie
verachte,dispreţui,despise
abzuziehen,a decoji,peel off
hilfssheriff,auxiliar,auxiliary
spielraum,Domeniul de aplicare,scope
herbestellt,stabilit,established
unterschrieb,semn,sign
peck,ciuguli,peck
teri,Teri.,teri
jimbo,Jimbo.,Jimbo
langgeht,lung,long
memoiren,Memorii,memoirs
verfluche,blestem,curse
sportlich,atletic,athletic
verklage,a suge,suck
augustus,Augustus.,Augustus
wiedergefunden,fondat,founded
sa,Sat.,Sat
cuina,Cuina.,Cuina
lem,Lem.,lem
hersteller,Producător,Manufacturer
mio,Mio.,mio
heul,fân,hay
versiegeln,a sigila,to seal
gro,mare,large
abstammung,origine,ancestry
rechtes,dreapta,right
anschläge,atacuri,attacks
silberne,argint,silver
abführen,risipi,dissipate
koreaner,coreeană,Korean
anwendung,aplicație,application
erspare,de rezervă,spare
tree,copac,tree
spekulationen,speculație,speculation
zurückgehalten,țineți-vă înapoi,hold back
vorbeifahren,merge la,go by
cara,Cara,cara
vorstellbar,imaginabilă,conceivable
vorstellt,imagina,imagine
mürrisch,morocănos,grumpy
usb-stick,USB Stick.,USB stick
nachlassen,ușurați-vă,ease up
topper,joben,topper
kreuzworträtsel,cuvinte încrucișate,crossword puzzle
fritten,frit.,frit
cold,rece,cold
absperrung,barieră,barrier
masters,studii de masterat,Masters
adrien,Adrien.,Adrien
betrüge,Cheating.,cheating
redensart,specii,species
abhält,a pastra,keep
schwellung,umflătură,swelling
isak,Isak.,Isak
erneuert,reînnoit,renewed
salbe,unguent,ointment
rates,consiliu,council
nullen,zero,zero
schuldete,datora,owe
beschattet,umbrite,shaded
pferderennen,Cursă de cai,horse race
übertreibe,exagera,exaggerate
indische,indian,Indian
kämst,cult,worship
rauszukriegen,ieși,go out
fine,Amenda,Fine
umgesehen,uitat împrejur,looked around
abhaut,Plecați,depart
hundes,câine,dog
shay-zee,Shay-Zee.,shay-zee
vermittler,intermediar,intermediary
gewandt,calificat,skilled
offline,deconectat,offline
versaust,versand.,versand
auffassung,opinie,opinion
hosentasche,buzunar,pocket
lazarus,Lazarus.,Lazarus
brigade,brigadă,brigade
zuschauern,Spectre,specters
ausführung,execuţie,execution
mob,gloată,mob
mystische,mistica,mystical
illegaler,ilegal,illegal
überzeugungen,Credințe,beliefs
maden,mat,mat
leuchte,lampă,lamp
beschlagnahmen,confisca,confiscate
bewilligt,aprobat,approved
uh-huh,Uh-huh.,UH-Huh
ashton,Ashton.,Ashton
macho,Macho.,macho
gliedmaßen,membrele,limbs
mysterium,mister,mystery
bluttest,test de sange,blood test
heimfahren,a conduce spre casa,drive home
infizieren,infecta,infect
lehrern,profesori,teachers
baseballschläger,baseball,baseball
aufgibst,briză,breeze
füll,umplere,filling
bentley,Bentley.,bentley
conny,Conny.,conny
fließend,fluent,fluently
co,Co,CO
dornröschen,frumoasa adormită,sleeping Beauty
gescannt,scanat,scanned
sonya,Sonya.,Sonya
geäußert,citată,quoted
doofe,dofee.,doofe
optimismus,optimism,optimism
regan,Regan.,Regan
ochsen,bou,ox
marlboro,Marlboro.,Marlboro
unterschreibst,Inscrie-te,sign up
ländereien,teren,land
brustkorb,cufăr,chest
bayern,Bavaria.,Bavaria
volt,volt,volt
buchstabe,Scrisoare,Letter
nichols,Nichols.,Nichols
michele,Michele.,Michele
capone,Capone,Capone
ausschnitt,tăiere,cutting
ukraine,Ucraina,Ukraine
anfertigen,face,make
seelenklempner,Soul Clemp.,soul clamp
ausdrucksweise,expresie,expression
monkey,maimuţă,monkey
arznei,medicament,medicine
omelett,omletă,omelet
atlas,Atlas,Atlas
maxine,Maxine.,maxine
geschlossene,închis,closed
abkühlen,răcire,cooling down
food,alimente,food
arne,Arne.,arne
mayonnaise,maioneză,mayonnaise
überträgt,Transferuri,transfers
zeugt,depune mărturie,testify
einwilligung,consimţământ,consent
entlarvt,neafectat,unaffected
gebühren,Taxe,fees
dinah,Dinah.,dinah
seufzer,suspin,sigh
lösche,Ștergere,deletion
unzucht,rănit,injured
geschätzte,estimat,estimated
manolo,Manolo.,manolo
aufgebraucht,folosit,used up
baracken,barăci,barracks
celeste,Celeste.,Celeste
umgefallen,căzut,fell
rennfahrer,cal de curse,racer
gerichtsbeschluss,hotărâre judecătorească,court order
eingelegt,închis,enclosed
verehrten,venerat,revered
einwanderungsbehörde,autoritatea de imigrare,immigration authority
rudolph,Rudolph.,rudolph
fernglas,binoclu,binoculars
venezuela,Venezuela,Venezuela
verschuldet,îndatorat,indebted
klaue,Gheară,claw
roth,Roth.,Roth
stoffe,Stofa,fabrics
pocken,variolă,smallpox
mam,mămică,mum
investitionen,Investiții,investment
unendlichen,infinit,infinite
shogun,Shogun.,shogun
style,stil,style
belfast,Belfast.,belfast
abergläubisch,superstiţios,superstitious
hühnern,pui,chicken
umkommen,pieri,perish
kommandos,comenzi,commands
trance,transă,trance
lebensweise,mod de viață,way of life
zwingst,convingerea,compelling
ehrfurcht,veneraţie,awe
timer,temporizator,timer
velma,Velma.,velma
freiheiten,libertate,freedom
hinterhältig,Sneaky.,sneaky
konzerte,concert,concert
ungültig,invalid,invalid
verklingt,deranja,bother
gestopft,umplute,stuffed
riet,nit,rivet
verbeugen,închină-te,bow down
hilda,Hilda.,Hilda
erheblich,semnificativ,significant
vergess,a uita,forget
verarsche,Crash.,crash
inge,Inges.,Inge
rosinen,stafidele,raisins
chirurgin,chirurg,surgeon
better,frumos,pretty
giftige,toxic,toxic
blaine,Blaine.ro,Blaine
ramsey,Ramsey.,ramsey
reagiere,reacţiona,react
rasmus,Rasmus.,Rasmus
solis,Solis.,solis
rassist,rasist,racist
erfinde,inventa,invent
auszuschließen,exclude,exclude
katrin,Katrin.,katrin
schlitz,slot,slot
chucky,Chucky.,chucky
comeback,întoarce-te,comeback
liess,Mai puțin,less
glorreichen,glorios,glorious
formuliert,formulate,formulated
danvers,danvers,danvers
genesen,amintiri,recall
dunbar,fals,false
derzeitigen,actual,current
losgeschickt,trimis,sent
menschenverstand,sens,sense
ui,Ui.,ui
klares,clar,clear
toleranz,toleranţă,tolerance
vielerlei,mulți,many
fachmann,expert,expert
hap,Hap,hap
bettchen,pat,bed
teilgenommen,a luat parte,took part
härte,duritate,hardness
zurückgewinnen,recastiga,win back
did,Făcut,Did
gepflanzt,plantate,planted
bacon,slănină,bacon
hintere,spate,rear
sterbliche,muritor,mortal
traktorstrahl,tractor,tractor
schäbig,ponosit,shabby
ciro,Ciro.,Ciro
gruselige,înfiorător,creepy
estelle,imobiliar,estate
morgigen,Mâine,tomorrow
turbulenzen,turbulenţă,turbulence
hunderter,sută,hundred
champions,Campionii,champions
kontaktlinsen,lentile de contact,contact lenses
milady,doamnă,milady
legionen,legiune,legion
waltons,Waltons.,waltons
collier,colier,necklace
aussichtslos,fara speranta,hopeless
register,Inregistreaza-te,register
bohne,Fasole,Bean
